Campaign_ID,Campaign_Name,Channel,Region,Budget (₹),Spent (₹),Leads_Generated,Conversions,Conversion_Rate (%),Revenue (₹),ROI (%),Status,Start_Date,End_Date
CAMP-450,Flash Friday,SEO,East,106985,280337,1935,429,3.72,858301,101.59,Paused,2025-03-25,2025-04-25
CAMP-451,New Year Blast,SEO,South,362213,147556,2807,603,5.16,283540,61.88,Active,2025-03-26,2025-04-26
CAMP-452,Summer Sale,Radio,North,364470,215246,3970,494,12.8,55039,125.57,Active,2025-03-27,2025-04-27
CAMP-453,New Year Blast,Social Media,East,158737,46160,1950,421,11.07,202353,11.07,Completed,2025-03-28,2025-04-28
CAMP-454,Diwali Dhamaka,Radio,East,262133,266242,2660,945,1.88,162935,105.59,Active,2025-03-29,2025-04-29
CAMP-455,Winter Fest,Social Media,South,204470,37633,4036,1117,6.72,584730,20.76,Paused,2025-03-30,2025-04-30
CAMP-456,Winter Fest,SEO,Central,279465,299158,1499,1146,0.92,910220,41.3,Paused,2025-03-31,2025-05-01
CAMP-457,Monsoon Offer,SEO,West,100861,362676,596,341,7.47,956161,28.12,Active,2025-04-01,2025-05-02
CAMP-458,Winter Fest,Radio,West,388041,69104,4726,1411,10.11,339730,20.22,Completed,2025-04-02,2025-05-03
CAMP-459,Monsoon Offer,Radio,East,262977,454837,2053,664,2.22,103053,161.66,Completed,2025-04-03,2025-05-04
CAMP-460,Flash Friday,Social Media,South,177118,359375,2146,50,4.69,231561,42.86,Active,2025-04-04,2025-05-05
CAMP-461,Summer Sale,TV Ads,West,380721,88388,753,968,6.27,788464,183.97,Completed,2025-04-05,2025-05-06
CAMP-462,Diwali Dhamaka,Social Media,East,246713,36014,2453,114,13.83,136346,193.38,Completed,2025-04-06,2025-05-07
CAMP-463,Monsoon Offer,Radio,Central,59078,112578,1675,211,14.9,379231,105.68,Completed,2025-04-07,2025-05-08
CAMP-464,Summer Sale,Influencer,West,468219,184827,3381,459,1.15,455841,11.46,Paused,2025-04-08,2025-05-09
CAMP-465,Winter Fest,Radio,East,374912,60390,4783,1299,11.53,608685,62.4,Paused,2025-04-09,2025-05-10
CAMP-466,Winter Fest,Influencer,East,101047,305855,3028,919,5.89,370815,155.5,Active,2025-04-10,2025-05-11
CAMP-467,Summer Sale,Email,North,383770,111658,4786,219,6.19,166214,60.83,Paused,2025-04-11,2025-05-12
CAMP-468,Winter Fest,Radio,Central,369804,77993,2889,572,11.44,535001,-0.86,Completed,2025-04-12,2025-05-13
CAMP-469,Flash Friday,Email,North,285458,225768,3434,1151,13.82,903329,102.49,Paused,2025-04-13,2025-05-14
CAMP-470,Flash Friday,TV Ads,South,493002,178285,2709,722,14.29,731509,165.93,Active,2025-04-14,2025-05-15
CAMP-471,Summer Sale,Social Media,North,445141,266860,1911,1410,8.87,448499,155.1,Paused,2025-04-15,2025-05-16
CAMP-472,Monsoon Offer,Influencer,North,265048,471000,2906,780,5.68,450826,18.53,Completed,2025-04-16,2025-05-17
CAMP-473,Monsoon Offer,Social Media,West,286293,289565,735,1117,11.92,486542,128.01,Completed,2025-04-17,2025-05-18
CAMP-474,Summer Sale,Email,East,167832,238008,4333,463,4.14,327068,28.51,Active,2025-04-18,2025-05-19
CAMP-475,Monsoon Offer,Influencer,Central,442550,37727,1669,676,8.68,687431,28.01,Paused,2025-04-19,2025-05-20
CAMP-476,Monsoon Offer,Social Media,North,175150,394562,4693,638,5.7,422397,172.3,Paused,2025-04-20,2025-05-21
CAMP-477,Flash Friday,Radio,Central,207087,24358,1481,396,10.02,412441,34.93,Paused,2025-04-21,2025-05-22
CAMP-478,Monsoon Offer,SEO,North,83320,347252,925,1383,3.99,837301,37.91,Completed,2025-04-22,2025-05-23
CAMP-479,New Year Blast,Email,South,377025,277681,4763,305,3.28,933520,-19.86,Active,2025-04-23,2025-05-24
CAMP-480,Diwali Dhamaka,Social Media,North,140827,114018,2511,267,13.81,837446,171.55,Paused,2025-04-24,2025-05-25
CAMP-481,Winter Fest,Email,West,414359,406601,1415,1114,1.98,584391,154.37,Completed,2025-04-25,2025-05-26
CAMP-482,New Year Blast,Print Media,East,469505,445333,1293,277,7.84,525738,118.01,Completed,2025-04-26,2025-05-27
CAMP-483,Monsoon Offer,Email,South,309931,314054,212,428,3.7,946749,145.06,Completed,2025-04-27,2025-05-28
CAMP-484,Flash Friday,Influencer,North,446605,146888,2024,244,1.06,476674,13.45,Paused,2025-04-28,2025-05-29
CAMP-485,Summer Sale,Print Media,Central,468899,249104,3341,1344,1.02,132409,80.83,Paused,2025-04-29,2025-05-30
CAMP-486,Monsoon Offer,Influencer,South,456845,337898,319,995,3.04,73248,57.27,Paused,2025-04-30,2025-05-31
CAMP-487,Flash Friday,SEO,South,373694,213510,681,1390,13.07,532376,0.63,Paused,2025-05-01,2025-06-01
CAMP-488,Diwali Dhamaka,Print Media,North,74826,129847,955,1246,4.6,748876,86.95,Paused,2025-05-02,2025-06-02
CAMP-489,Monsoon Offer,Radio,South,150734,442587,3521,583,14.28,996565,182.56,Paused,2025-05-03,2025-06-03
CAMP-490,Summer Sale,Email,Central,207702,464717,3303,58,8.93,729530,-11.19,Paused,2025-05-04,2025-06-04
CAMP-491,Flash Friday,Social Media,South,279834,474162,2064,1160,6.83,58024,44.12,Paused,2025-05-05,2025-06-05
CAMP-492,Flash Friday,TV Ads,Central,227235,320611,1691,232,8.91,525430,25.66,Paused,2025-05-06,2025-06-06
CAMP-493,Flash Friday,Email,North,148511,430841,254,930,7.99,284864,32.39,Completed,2025-05-07,2025-06-07
CAMP-494,Diwali Dhamaka,Email,East,323797,316037,631,1312,11.5,922379,179.86,Paused,2025-05-08,2025-06-08
CAMP-495,Monsoon Offer,SEO,South,209033,96329,890,1441,4.6,224875,82.98,Active,2025-05-09,2025-06-09
CAMP-496,Diwali Dhamaka,Radio,East,131941,51007,1769,1327,5.62,986800,82.59,Completed,2025-05-10,2025-06-10
CAMP-497,Winter Fest,TV Ads,Central,255209,190604,2693,286,13.46,403973,147.33,Paused,2025-05-11,2025-06-11
CAMP-498,Winter Fest,Print Media,South,345806,336397,2347,1471,14.22,929140,13.99,Active,2025-05-12,2025-06-12
CAMP-499,Monsoon Offer,Print Media,West,148818,32323,924,1140,13.44,923096,87.2,Paused,2025-05-13,2025-06-13
CAMP-500,Diwali Dhamaka,Print Media,East,499662,393479,739,429,6.58,461473,74.6,Active,2025-05-14,2025-06-14
